Code,Party,Income level,GDP USD Mar 2025,Human Development Index 2022,Region Name,Sub-region Name,Least Developed Countries (LDC),Small Island Developing States (SIDS),OECD,Title,FileType,Language,Version,Status,SubmissionDate,EncodedAbsUrl,OriginalFilename,filename
AFG,Afghanistan,Low income,17233051620,0.462,Asia,Southern Asia,1,0,0,Afghanistan First NDC,NDC,English,1,Active,2016-11-23,https://unfccc.int/sites/default/files/NDC/2022-06/INDC_AFG_20150927_FINAL.pdf,INDC_AFG_20150927_FINAL.pdf,Afghanistan.txt
ALB,Albania,Upper middle income,23547179830,0.789,Europe,Southern Europe,0,0,0,Albania First NDC (Updated submission),NDC,English,2,Active,2021-10-12,https://unfccc.int/sites/default/files/2022-08/Albania%20Revised%20NDC.pdf,Albania Revised NDC.pdf,Albania.txt
DZA,Algeria,Upper middle income,247626161016,0.745,Africa,Northern Africa,0,0,0,Algeria First NDC Translation,Translation,English,1,Active,2016-10-20,https://unfccc.int/sites/default/files/NDC/2022-06/Algeria%20-%20INDC%20%28English%20unofficial%20translation%29%20September%2003%2C2015.pdf,"Algeria - INDC (English unofficial translation) September 03,2015.pdf",Algeria.txt
AND,Andorra,High income,3785067332,0.884,Europe,Southern Europe,0,0,0,Andorra Third NDC,NDC,Spanish,,Active,2025-02-05,https://unfccc.int/sites/default/files/2025-02/NDC%203.0%20ANDORRA.pdf,NDC 3.0 ANDORRA.pdf,Andorra.txt
AGO,Angola,Lower middle income,84824654482,0.591,Africa,Sub-Saharan Africa,1,0,0,Angola First NDC (Updated submission),NDC,English,2,Active,2021-05-31,https://unfccc.int/sites/default/files/NDC/2022-06/NDC%20Angola.pdf,NDC Angola.pdf,Angola.txt
ATG,Antigua and Barbuda,High income,2033085185,0.826,Americas,Latin America and the Caribbean,0,1,0,Antigua and Barbuda First NDC (Updated submission),NDC,English,2,Active,2021-09-02,https://unfccc.int/sites/default/files/NDC/2022-06/ATG%20-%20UNFCCC%20NDC%20-%202021-09-02%20-%20Final.pdf,ATG - UNFCCC NDC - 2021-09-02 - Final.pdf,Antigua_and_Barbuda.txt
ARG,Argentina,Upper middle income,646075277525,0.849,Americas,Latin America and the Caribbean,0,0,0,Argentina Second NDC (Updated submission),Translation,English,3,Active,2021-11-02,https://unfccc.int/sites/default/files/NDC/2023-12/Argentinas%20Second%20NDC.pdf,Argentinas Second NDC.pdf,Argentina.txt
ARM,Armenia,Upper middle income,24085749592,0.786,Asia,Western Asia,0,0,0,Armenia First NDC (Updated submission),NDC,English,2,Active,2021-05-05,https://unfccc.int/sites/default/files/NDC/2022-06/NDC%20of%20Republic%20of%20Armenia%20%202021-2030.pdf,NDC of Republic of Armenia  2021-2030.pdf,Armenia.txt
AUS,Australia,High income,1728057316696,0.946,Oceania,Australia and New Zealand,0,0,1,Australia NDC 2022 Update,NDC,English,4,Active,2022-06-16,https://unfccc.int/sites/default/files/NDC/2022-06/Australias%20NDC%20June%202022%20Update%20%283%29.pdf,Australias NDC June 2022 Update (3).pdf,Australia.txt
AUT,Austria,High income,511685203845,0.926,Europe,Western Europe,0,0,1,EU NDC 2023 update,NDC,English,3,Active,2023-10-19,https://unfccc.int/sites/default/files/NDC/2023-10/ES-2023-10-17%20EU%20submission%20NDC%20update.pdf,ES-2023-10-17 EU submission NDC update.pdf,Austria.txt
AZE,Azerbaijan,Upper middle income,72356176471,0.760,Asia,Western Asia,0,0,0,Updated Nationally Determined Contribution of the Republic of Azerbaijan,NDC,English,2,Active,2023-10-10,https://unfccc.int/sites/default/files/NDC/2023-10/Second%20NDC_Azerbaijan_ENG_Final%20%281%29.pdf,Second NDC_Azerbaijan_ENG_Final (1).pdf,Azerbaijan.txt
BHS,Bahamas,High income,14338500000,0.820,Americas,Latin America and the Caribbean,0,1,0,"Bahamas Updated Nationally Determined Contributions, 2022",NDC,English,2,Active,2022-11-07,https://unfccc.int/sites/default/files/NDC/2022-11/Bahamas%20Updated%20Nationally%20Determined%20Contributio,Bahamas Updated Nationally Determined Contributio,Bahamas.txt
BHR,Bahrain,High income,46079867021,0.888,Asia,Western Asia,0,0,0,Bahrain First NDC (Updated submission),NDC,English,2,Active,2021-10-18,https://unfccc.int/sites/default/files/NDC/2022-06/NDC%20of%20the%20Kingdom%20of%20Bahrain%20under%20UNFCCC.pdf,NDC of the Kingdom of Bahrain under UNFCCC.pdf,Bahrain.txt
BGD,Bangladesh,Lower middle income,437415331041,0.670,Asia,Southern Asia,1,0,0,Bangladesh First NDC (Updated submission),NDC,English,3,Active,2021-08-26,https://unfccc.int/sites/default/files/NDC/2022-06/NDC_submission_20210826revised.pdf,NDC_submission_20210826revised.pdf,Bangladesh.txt
BRB,Barbados,High income,6720733200,0.809,Americas,Latin America and the Caribbean,0,1,0,Barbados First NDC (Updated submission),NDC,English,2,Active,2021-07-30,https://unfccc.int/sites/default/files/NDC/2022-06/2021%20Barbados%20NDC%20update%20-%2021%20July%202021.pdf,2021 Barbados NDC update - 21 July 2021.pdf,Barbados.txt
BLR,Belarus,Upper middle income,71857382746,0.801,Europe,Eastern Europe,0,0,0,Belarus First NDC (Updated submission),Translation,English,2,Active,2021-10-11,https://unfccc.int/sites/default/files/NDC/2022-06/Belarus_NDC_English.pdf,Belarus_NDC_English.pdf,Belarus.txt
BEL,Belgium,High income,644782756683,0.942,Europe,Western Europe,0,0,1,EU NDC 2023 update,NDC,English,3,Active,2023-10-19,https://unfccc.int/sites/default/files/NDC/2023-10/ES-2023-10-17%20EU%20submission%20NDC%20update.pdf,ES-2023-10-17 EU submission NDC update.pdf,Belgium.txt
BLZ,Belize,Upper middle income,3066850000,0.700,Americas,Latin America and the Caribbean,0,1,0,Belize First NDC (Updated submission),NDC,English,2,Active,2021-09-01,https://unfccc.int/sites/default/files/NDC/2022-06/Belize%20Updated%20NDC.pdf,Belize Updated NDC.pdf,Belize.txt
BEN,Benin,Lower middle income,19676049076,0.504,Africa,Sub-Saharan Africa,1,0,0,Benin First NDC (Updated submission),NDC,French,2,Active,2021-10-12,https://unfccc.int/sites/default/files/NDC/2022-06/CDN_ACTUALISEE_BENIN2021.pdf,CDN_ACTUALISEE_BENIN2021.pdf,Benin.txt
BTN,Bhutan,Lower middle income,,0.681,Asia,Southern Asia,0,0,0,Bhutan Second NDC,NDC,English,2,Active,2021-06-24,https://unfccc.int/sites/default/files/NDC/2022-06/Second%20NDC%20Bhutan.pdf,Second NDC Bhutan.pdf,Bhutan.txt
BOL,Bolivia (Plurinational State of),Lower middle income,45135398009,0.698,Americas,Latin America and the Caribbean,0,0,0,Nationally Determined Contribution of the Plurinational State of Bolivia,Translation,English,2,Active,2022-04-15,https://unfccc.int/sites/default/files/NDC/2022-06/NDC_Bolivia-2021-2030_UNFCCC_en.pdf,NDC_Bolivia-2021-2030_UNFCCC_en.pdf,Bolivia.txt
BIH,Bosnia and Herzegovina,Upper middle income,27514782476,0.779,Europe,Southern Europe,0,0,0,Bosnia and Herzegovina First NDC (Updated submission),NDC,English,2,Active,2021-04-20,https://unfccc.int/sites/default/files/NDC/2022-06/NDC%20BiH_November%202020%20FINAL%20DRAFT%2005%20Nov%20ENG%20LR.pdf,NDC BiH_November 2020 FINAL DRAFT 05 Nov ENG LR.pdf,Bosnia_and_Herzegovina.txt
BWA,Botswana,Upper middle income,19396084498,0.708,Africa,Sub-Saharan Africa,0,0,0,Botswana’s 2nd Updated Nationally Determined Contribution under the Paris Agreement,NDC,English,2,Active,2024-12-24,https://unfccc.int/sites/default/files/2024-12/BOTSWANA_NDC_2%20REPORT.pdf,BOTSWANA_NDC_2 REPORT.pdf,Botswana.txt
BRA,Brazil,Upper middle income,2173665655937,0.760,Americas,Latin America and the Caribbean,0,0,0,Brazil Second Nationally Determined Contribution,NDC,English,,Active,2024-11-13,https://unfccc.int/sites/default/files/2024-11/Brazil_Second%20Nationally%20Determined%20Contribution%20%28NDC%29_November2024.pdf,Brazil_Second Nationally Determined Contribution (NDC)_November2024.pdf,Brazil.txt
BRN,Brunei Darussalam,High income,15128292981,0.823,Asia,South-eastern Asia,0,0,0,Brunei Darussalam First NDC,NDC,English,1,Active,2020-12-31,https://unfccc.int/sites/default/files/NDC/2022-06/Brunei%20Darussalam%27s%20NDC%202020.pdf,Brunei Darussalam's NDC 2020.pdf,Brunei.txt
BGR,Bulgaria,High income,102407653021,0.799,Europe,Eastern Europe,0,0,0,EU NDC 2023 update,NDC,English,3,Active,2023-10-19,https://unfccc.int/sites/default/files/NDC/2023-10/ES-2023-10-17%20EU%20submission%20NDC%20update.pdf,ES-2023-10-17 EU submission NDC update.pdf,Bulgaria.txt
BFA,Burkina Faso,Low income,20324617845,0.438,Africa,Sub-Saharan Africa,1,0,0,Burkina Faso First NDC (Updated submission),NDC,French,2,Active,2021-10-09,https://unfccc.int/sites/default/files/NDC/2022-06/Rapport%20CDN_BKFA.pdf,Rapport CDN_BKFA.pdf,Burkina_Faso.txt
BDI,Burundi,Low income,2642161669,0.420,Africa,Sub-Saharan Africa,1,0,0,Burundi First NDC (Updated submission),NDC,French,2,Active,2021-10-05,https://unfccc.int/sites/default/files/NDC/2022-06/CDN%20%20%20Burundi%20ANNEXE%201.pdf,CDN   Burundi ANNEXE 1.pdf,Burundi.txt
CPV,Cabo Verde,Lower middle income,2533819406,0.661,Africa,Sub-Saharan Africa,0,1,0,Cabo Verde First NDC(Updated submission),NDC,English,2,Active,2021-04-02,https://unfccc.int/sites/default/files/NDC/2022-06/Cabo%20Verde_NDC%20Update%202021.pdf,Cabo Verde_NDC Update 2021.pdf,Cabo_Verde.txt
KHM,Cambodia,Lower middle income,42335646896,0.600,Asia,South-eastern Asia,1,0,0,Cambodia First NDC (Updated submission),NDC,English,2,Active,2020-12-31,https://unfccc.int/sites/default/files/NDC/2022-06/20201231_NDC_Update_Cambodia.pdf,20201231_NDC_Update_Cambodia.pdf,Cambodia.txt
CMR,Cameroon,Lower middle income,49279410983,0.587,Africa,Sub-Saharan Africa,0,0,0,Cameroon First NDC (Updated submission),NDC,French,2,Active,2021-10-11,https://unfccc.int/sites/default/files/NDC/2022-06/CDN%20r%C3%A9vis%C3%A9e%20CMR%20finale%20sept%202021.pdf,CDN révisée CMR finale sept 2021.pdf,Cameroon.txt
CAN,Canada,High income,2142470914401,0.935,Americas,Northern America,0,0,1,Canada's 2035 NDC,NDC,English,,Active,2025-02-12,https://unfccc.int/sites/default/files/2025-02/Canada%27s%202035%20Nationally%20Determined%20Contribution_ENc.pdf,Canada's 2035 Nationally Determined Contribution_ENc.pdf,Canada.txt
CAF,Central African Republic,Low income,2555492085,0.387,Africa,Sub-Saharan Africa,1,0,0,Central African Republic First NDC (Updated submission),NDC,French,2,Active,2022-01-24,https://unfccc.int/sites/default/files/NDC/2022-06/CDN%20Revis%C3%A9e%20RCA.pdf,CDN Revisée RCA.pdf,Central_African_Republic.txt
TCD,Chad,Low income,13149325362,0.394,Africa,Sub-Saharan Africa,1,0,0,Chad First NDC (Updated submission),NDC,French,2,Active,2021-10-19,https://unfccc.int/sites/default/files/NDC/2022-06/CDN%20ACTUALISEE%20DU%20TCHAD.pdf,CDN ACTUALISEE DU TCHAD.pdf,Chad.txt
CHL,Chile,High income,335533331669,0.860,Americas,Latin America and the Caribbean,0,0,1,Chile First NDC (Updated submission),NDC,English,2,Active,2020-04-09,https://unfccc.int/sites/default/files/NDC/2022-06/Chile%27s_NDC_2020_english.pdf,Chile's_NDC_2020_english.pdf,Chile.txt
CHN,China,Upper middle income,17794783039552,0.788,Asia,Eastern Asia,0,0,0,China First NDC (Updated submission),Translation,English,2,Active,2021-10-28,https://unfccc.int/sites/default/files/NDC/2022-06/China%E2%80%99s%20Achievements%2C%20New%20Goals%20and%20New%20Measures%20for%20Nationally%20Determined%20Contributions.pdf,"China’s Achievements, New Goals and New Measures for Nationally Determined Contributions.pdf",China.txt
COL,Colombia,Upper middle income,363493841244,0.758,Americas,Latin America and the Caribbean,0,0,1,Colombia First NDC (Updated submission),NDC,Spanish,2,Active,2020-12-30,https://unfccc.int/sites/default/files/NDC/2022-06/NDC%20actualizada%20de%20Colombia.pdf,NDC actualizada de Colombia.pdf,Colombia.txt
COM,Comoros,Lower middle income,1352380971,0.586,Africa,Sub-Saharan Africa,1,1,0,Comoros First NDC (Updated submission),NDC,French,2,Active,2021-11-05,https://unfccc.int/sites/default/files/NDC/2022-06/CDN_r%C3%A9vis%C3%A9e_Comores_vf.pdf,CDN_révisée_Comores_vf.pdf,Comoros.txt
COG,Congo,Lower middle income,15321055823,0.593,Africa,Sub-Saharan Africa,0,0,0,Congo First NDC (Updated submission),NDC,French,2,Active,2021-08-02,https://unfccc.int/sites/default/files/NDC/2022-06/CDN_Congo.pdf,CDN_Congo.pdf,Congo.txt
COK,Cook Islands,#N/A,#N/A,#N/A,Oceania,Polynesia,0,1,0,Cook Islands First NDC,NDC,English,1,Active,2016-09-01,https://unfccc.int/sites/default/files/NDC/2022-06/Cook%20Islands%20INDCsFINAL7Nov.pdf,Cook Islands INDCsFINAL7Nov.pdf,Cook_Islands.txt
CRI,Costa Rica,Upper middle income,86497941439,0.806,Americas,Latin America and the Caribbean,0,0,1,Costa Rica First NDC (Updated submission),NDC,Spanish,3,Active,44194,https://unfccc.int/sites/default/files/NDC/2022-06/Contribucio%CC%81n%20Nacionalmente%20Determinada%20de%20Costa%20Rica%202020%20-%20Versio%CC%81n%20Completa.pdf,Contribución Nacionalmente Determinada de Costa Rica 2020 - Versión Completa.pdf,Costa_Rica.txt
CIV,Côte d'Ivoire,Lower middle income,78875489245,0.534,Africa,Sub-Saharan Africa,0,0,0,NDC COTE D'IVOIRE SUBMISSION,NDC,French,2,Active,2022-05-09,https://unfccc.int/sites/default/files/NDC/2022-06/CDN_CIV_2022.pdf,CDN_CIV_2022.pdf,Côte_d'Ivoire.txt
HRV,Croatia,High income,84393795502,0.878,Europe,Southern Europe,0,0,0,EU NDC 2023 update,NDC,English,3,Active,2023-10-19,https://unfccc.int/sites/default/files/NDC/2023-10/ES-2023-10-17%20EU%20submission%20NDC%20update.pdf,ES-2023-10-17 EU submission NDC update.pdf,Croatia.txt
CUB,Cuba,Upper middle income,,0.764,Americas,Latin America and the Caribbean,0,1,0,Cuba NDC 3.0,NDC,Spanish,,Active,45715,https://unfccc.int/sites/default/files/2025-02/REPUBLICA%20DE%20CUBA%20CND3.0.pdf,REPUBLICA DE CUBA CND3.0.pdf,Cuba.txt
CYP,Cyprus,High income,33886930712,0.907,Asia,Western Asia,0,0,0,EU NDC 2023 update,NDC,English,3,Active,2023-10-19,https://unfccc.int/sites/default/files/NDC/2023-10/ES-2023-10-17%20EU%20submission%20NDC%20update.pdf,ES-2023-10-17 EU submission NDC update.pdf,Cyprus.txt
CZE,Czechia,High income,343207874554,0.895,Europe,Eastern Europe,0,0,1,EU NDC 2023 update,NDC,English,3,Active,2023-10-19,https://unfccc.int/sites/default/files/NDC/2023-10/ES-2023-10-17%20EU%20submission%20NDC%20update.pdf,ES-2023-10-17 EU submission NDC update.pdf,Czechia.txt
PRK,Democratic People's Republic of Korea,Low income,,#N/A,Asia,Eastern Asia,0,0,0,Democratic People's Republic of Korea First NDC (Updated submission),NDC,English,2,Active,2019-09-19,https://unfccc.int/sites/default/files/NDC/2022-06/2019.09.19_DPRK%20letter%20to%20SG%20special%20envoy%20for%20NDC.pdf,2019.09.19_DPRK letter to SG special envoy for NDC.pdf,Democratic_People_Republic_Korea.txt
COD,Democratic Republic of the Congo,Low income,66383287003,0.481,Africa,Sub-Saharan Africa,1,0,0,Democratic Republic of the Congo First NDC (Updated submission),NDC,French,2,Active,2021-12-28,https://unfccc.int/sites/default/files/NDC/2022-06/CDN%20Revis%C3%A9e%20de%20la%20RDC.pdf,CDN Revisée de la RDC.pdf,Democractic_Republic_Congo.txt
DNK,Denmark,High income,407091920305,0.952,Europe,Northern Europe,0,0,1,EU NDC 2023 update,NDC,English,3,Active,2023-10-19,https://unfccc.int/sites/default/files/NDC/2023-10/ES-2023-10-17%20EU%20submission%20NDC%20update.pdf,ES-2023-10-17 EU submission NDC update.pdf,Denmark.txt
DJI,Djibouti,Lower middle income,4098530514,0.515,Africa,Sub-Saharan Africa,1,0,0,Djibouti First NDC,Translation,English,1,Active,2016-11-11,https://unfccc.int/sites/default/files/NDC/2022-06/INDC-Djibouti_ENG.pdf,INDC-Djibouti_ENG.pdf,Djibouti.txt
DMA,Dominica,Upper middle income,653992592.6,0.740,Americas,Latin America and the Caribbean,0,1,0,The Commonwealth of Dominica Updated National Determined Contribution,NDC,English,2,Active,2022-07-04,https://unfccc.int/sites/default/files/2022-07/The%20Commonwealth%20of%20Dominica%20updated%20NDC%20July%204%20%2C.pdf,"The Commonwealth of Dominica updated NDC July 4 ,.pdf",Dominica.txt
DOM,Dominican Republic,Upper middle income,121444279314,0.766,Americas,Latin America and the Caribbean,0,1,0,Dominican Republic First NDC (Updated submission),NDC,Spanish,2,Active,2020-12-29,https://unfccc.int/sites/default/files/NDC/2022-06/Dominican%20Republic%20First%20NDC%20%28Updated%20Submission%29.pdf,Dominican Republic First NDC (Updated Submission).pdf,Dominican_Republic.txt
ECU,Ecuador,Upper middle income,118844826000,0.765,Americas,Latin America and the Caribbean,0,0,0,Ecuador Second NDC,NDC,Spanish,,Active,2025-02-06,https://unfccc.int/sites/default/files/2025-02/Segunda%20NDC%20de%20Ecuador.pdf,Segunda NDC de Ecuador.pdf,Ecuador.txt
EGY,Egypt,Lower middle income,396002496997,0.728,Africa,Northern Africa,0,0,0,Egypt’s Updated First Nationally Determined Contribution 2030 (Second Update),NDC,English,3,Active,2023-06-26,https://unfccc.int/sites/default/files/NDC/2023-06/Egypts%20Updated%20First%20Nationally%20Determined%20Contribution%202030%20%28Second%20Update%29.pdf,Egypts Updated First Nationally Determined Contribution 2030 (Second Update).pdf,Egypt.txt
SLV,El Salvador,Upper middle income,34015620000,0.674,Americas,Latin America and the Caribbean,0,0,0,El Salvador First NDC (Updated submission),NDC,Spanish,3,Active,2022-01-04,https://unfccc.int/sites/default/files/NDC/2022-06/El%20Salvador%20NDC-%20Updated%20Dic.2021.pdf,El Salvador NDC- Updated Dic.2021.pdf,El_Salvador.txt
GNQ,Equatorial Guinea,Upper middle income,12337550584,0.650,Africa,Sub-Saharan Africa,0,0,0,Equatorial Guinea NDC 2022 Update,NDC,Spanish,2,Active,2022-10-24,https://unfccc.int/sites/default/files/NDC/2022-10/CND-GuineaEcuatorial-Version2022-Actualizada.pdf,CND-GuineaEcuatorial-Version2022-Actualizada.pdf,Ecuatorial_Guinea.txt
ERI,Eritrea,Low income,,0.493,Africa,Sub-Saharan Africa,1,0,0,Eritrea First NDC,NDC,English,1,Active,2018-06-19,https://unfccc.int/sites/default/files/NDC/2022-06/NRC%20Eritrea.pdf,NRC Eritrea.pdf,Eritrea.txt
EST,Estonia,High income,41291245222,0.899,Europe,Northern Europe,0,0,1,EU NDC 2023 update,NDC,English,3,Active,2023-10-19,https://unfccc.int/sites/default/files/NDC/2023-10/ES-2023-10-17%20EU%20submission%20NDC%20update.pdf,ES-2023-10-17 EU submission NDC update.pdf,Estonia.txt
SWZ,Eswatini,Lower middle income,4442875788,0.610,Africa,Sub-Saharan Africa,0,0,0,Eswatini First NDC (Updated submission),NDC,English,2,Active,2021-10-12,https://unfccc.int/sites/default/files/NDC/2022-06/Eswatini%27s%20Revised%20NDC%2012%20Oct%202021.docx,Eswatini's Revised NDC 12 Oct 2021.docx,Eswatini.txt
ETH,Ethiopia,Low income,163697927594,0.492,Africa,Sub-Saharan Africa,1,0,0,Ethiopia First NDC (Updated submission),NDC,English,2,Active,2021-07-23,https://unfccc.int/sites/default/files/NDC/2022-06/Ethiopia%27s%20updated%20NDC%20JULY%202021%20Submission_.pdf,Ethiopia's updated NDC JULY 2021 Submission_.pdf,Ethiopia.txt
FJI,Fiji,Upper middle income,5442046565,0.729,Oceania,Melanesia,0,1,0,Fiji First NDC (Updated submission),NDC,English,2,Active,2020-12-31,https://unfccc.int/sites/default/files/NDC/2022-06/Republic%20of%20Fiji%27s%20Updated%20NDC%2020201.pdf,Republic of Fiji's Updated NDC 20201.pdf,Fiji.txt
FIN,Finland,High income,295532341255,0.942,Europe,Northern Europe,0,0,1,EU NDC 2023 update,NDC,English,3,Active,2023-10-19,https://unfccc.int/sites/default/files/NDC/2023-10/ES-2023-10-17%20EU%20submission%20NDC%20update.pdf,ES-2023-10-17 EU submission NDC update.pdf,Finland.txt
FRA,France,High income,3051831611385,0.910,Europe,Western Europe,0,0,1,EU NDC 2023 update,NDC,English,3,Active,2023-10-19,https://unfccc.int/sites/default/files/NDC/2023-10/ES-2023-10-17%20EU%20submission%20NDC%20update.pdf,ES-2023-10-17 EU submission NDC update.pdf,France.txt
